"company_name","nuts_2","n_postings","n_ai_postings","ai_share","name_en","country"
"Boehringer Ingelheim","UKJ",6,0,NA,"south east england","GB"
"Boehringer Ingelheim","US06",50,0,NA,"california","US"
"Boehringer Ingelheim","US09",76,0,NA,"connecticut","US"
"Boehringer Ingelheim","US11",2,0,NA,"district of columbia","US"
"Boehringer Ingelheim","US24",1,0,NA,"maryland","US"
"Boehringer Ingelheim","US25",5,0,NA,"massachusetts","US"
"Boehringer Ingelheim","US26",2,0,NA,"michigan","US"
"Boehringer Ingelheim","US34",14,0,NA,"new jersey","US"
"Boehringer Ingelheim","US36",7,0,NA,"new york","US"
"Boehringer Ingelheim","US42",3,0,NA,"pennsylvania","US"
"Boehringer Ingelheim","US48",14,0,NA,"texas","US"
"Boehringer Ingelheim","US53",1,0,NA,"washington","US"
"Boehringer Ingelheim",NA,108,3,0.0277777777777778,NA,NA
"Bristol Myers Squibb","CA24",12,0,NA,"quebec","CA"
"Bristol Myers Squibb","CH02",33,0,NA,"espace mittelland","CH"
"Bristol Myers Squibb","CH06",1,0,NA,"central switzerland","CH"
"Bristol Myers Squibb","CNBJ",4,0,NA,"beijing","CN"
"Bristol Myers Squibb","CNGD",2,0,NA,"guangdong","CN"
"Bristol Myers Squibb","CNJS",2,0,NA,"jiangsu","CN"
"Bristol Myers Squibb","CNSH",11,0,NA,"shanghai","CN"
"Bristol Myers Squibb","CNZJ",3,0,NA,"zhejiang","CN"
"Bristol Myers Squibb","DE2",12,0,NA,"bavaria","DE"
"Bristol Myers Squibb","ES30",1,0,NA,"madrid","ES"
"Bristol Myers Squibb","INDL",1,0,NA,"delhi","IN"
"Bristol Myers Squibb","INMH",3,0,NA,"maharashtra","IN"
"Bristol Myers Squibb","ITI4",4,0,NA,"lazio","IT"
"Bristol Myers Squibb","JPD",2,0,NA,"southern kanto","JP"
"Bristol Myers Squibb","KR01",3,0,NA,"capital region","KR"
"Bristol Myers Squibb","NL33",18,0,NA,"zuid-holland","NL"
"Bristol Myers Squibb","TR10",6,0,NA,"istanbul","TR"
"Bristol Myers Squibb","TWTPE",6,0,NA,"taipei","TW"
"Bristol Myers Squibb","TWTXG",2,0,NA,"taichung","TW"
"Bristol Myers Squibb","UKH",6,0,NA,"east of england","GB"
"Bristol Myers Squibb","US06",61,9,0.147540983606557,"california","US"
"Bristol Myers Squibb","US11",4,0,NA,"district of columbia","US"
"Bristol Myers Squibb","US17",5,0,NA,"illinois","US"
"Bristol Myers Squibb","US24",1,0,NA,"maryland","US"
"Bristol Myers Squibb","US25",124,1,0.00806451612903226,"massachusetts","US"
"Bristol Myers Squibb","US26",6,0,NA,"michigan","US"
"Bristol Myers Squibb","US34",456,9,0.0197368421052632,"new jersey","US"
"Bristol Myers Squibb","US36",24,0,NA,"new york","US"
"Bristol Myers Squibb","US42",36,0,NA,"pennsylvania","US"
"Bristol Myers Squibb","US48",16,0,NA,"texas","US"
"Bristol Myers Squibb","US53",77,3,0.038961038961039,"washington","US"
"Daiichi Sankyo","DE1",7,0,NA,"baden-wurttemberg","DE"
"Daiichi Sankyo","DE2",1224,0,NA,"bavaria","DE"
"Daiichi Sankyo","DE30",1,0,NA,"berlin","DE"
"Daiichi Sankyo","ES30",2,0,NA,"madrid","ES"
"Daiichi Sankyo","ES51",4,0,NA,"catalonia","ES"
"Daiichi Sankyo","US06",30,13,0.433333333333333,"california","US"
"Daiichi Sankyo","US09",6,4,0.666666666666667,"connecticut","US"
"Daiichi Sankyo","US11",11,6,0.545454545454545,"district of columbia","US"
"Daiichi Sankyo","US17",15,9,0.6,"illinois","US"
"Daiichi Sankyo","US25",20,10,0.5,"massachusetts","US"
"Daiichi Sankyo","US26",3,3,1,"michigan","US"
"Daiichi Sankyo","US34",119,15,0.126050420168067,"new jersey","US"
"Daiichi Sankyo","US36",27,15,0.555555555555556,"new york","US"
"Daiichi Sankyo","US42",11,6,0.545454545454545,"pennsylvania","US"
"Daiichi Sankyo","US48",19,9,0.473684210526316,"texas","US"
"Daiichi Sankyo","US53",14,5,0.357142857142857,"washington","US"
"Eli Lilly","CA24",4,0,NA,"quebec","CA"
"Eli Lilly","CA35",8,0,NA,"ontario","CA"
"Eli Lilly","DE2",23,0,NA,"bavaria","DE"
"Eli Lilly","ES30",12,0,NA,"madrid","ES"
"Eli Lilly","ES51",1,0,NA,"catalonia","ES"
"Eli Lilly","INKA",36,2,0.0555555555555556,"karnataka","IN"
"Eli Lilly","INMH",4,1,0.25,"maharashtra","IN"
"Eli Lilly","ITC1",3,0,NA,"piedmont","IT"
"Eli Lilly","ITI1",15,0,NA,"tuscany","IT"
"Eli Lilly","JPG",7,0,NA,"kansai","JP"
"Eli Lilly","KR01",2,0,NA,"capital region","KR"
"Eli Lilly","SE11",2,0,NA,"stockholm","SE"
"Eli Lilly","TR10",4,0,NA,"istanbul","TR"
"Eli Lilly","TWTPE",2,0,NA,"taipei","TW"
"Eli Lilly","UKH",2,0,NA,"east of england","GB"
"Eli Lilly","UKJ",9,0,NA,"south east england","GB"
"Eli Lilly","US06",39,1,0.0256410256410256,"california","US"
"Eli Lilly","US17",2,0,NA,"illinois","US"
"Eli Lilly","US25",79,3,0.0379746835443038,"massachusetts","US"
"Eli Lilly","US26",5,0,NA,"michigan","US"
"Eli Lilly","US34",16,0,NA,"new jersey","US"
"Eli Lilly","US36",24,0,NA,"new york","US"
"Eli Lilly","US42",7,0,NA,"pennsylvania","US"
"Eli Lilly","US48",16,0,NA,"texas","US"
"Eli Lilly","US53",2,0,NA,"washington","US"
"Eli Lilly",NA,5,0,NA,NA,NA
"Gilead Sciences","CA24",2,0,NA,"quebec","CA"
"Gilead Sciences","CA35",5,0,NA,"ontario","CA"
"Gilead Sciences","CNBJ",4,0,NA,"beijing","CN"
"Gilead Sciences","DE2",1,0,NA,"bavaria","DE"
"Gilead Sciences","ES30",1,0,NA,"madrid","ES"
"Gilead Sciences","FR10",4,0,NA,"ile-de-france","FR"
"Gilead Sciences","IL05",1,0,NA,"tel aviv","IL"
"Gilead Sciences","JPD",5,0,NA,"southern kanto","JP"
"Gilead Sciences","KR01",4,0,NA,"capital region","KR"
"Gilead Sciences","SE11",6,0,NA,"stockholm","SE"
"Gilead Sciences","TWTPE",1,0,NA,"taipei","TW"
"Gilead Sciences","UKH",8,0,NA,"east of england","GB"
"Gilead Sciences","UKH",1,0,NA,"east of england","GB"
"Gilead Sciences","US06",309,3,0.00970873786407767,"california","US"
"Gilead Sciences","US09",33,0,NA,"connecticut","US"
"Gilead Sciences","US11",11,0,NA,"district of columbia","US"
"Gilead Sciences","US17",40,0,NA,"illinois","US"
"Gilead Sciences","US24",28,0,NA,"maryland","US"
"Gilead Sciences","US25",13,0,NA,"massachusetts","US"
"Gilead Sciences","US26",41,0,NA,"michigan","US"
"Gilead Sciences","US34",21,0,NA,"new jersey","US"
"Gilead Sciences","US36",131,0,NA,"new york","US"
"Gilead Sciences","US42",79,1,0.0126582278481013,"pennsylvania","US"
"Gilead Sciences","US48",128,0,NA,"texas","US"
"Gilead Sciences","US53",7,0,NA,"washington","US"
"Gilead Sciences",NA,10,0,NA,NA,NA
"Glaxo Smith Kline","CA24",17,0,NA,"quebec","CA"
"Glaxo Smith Kline","CA35",10,0,NA,"ontario","CA"
"Glaxo Smith Kline","CNBJ",1,0,NA,"beijing","CN"
"Glaxo Smith Kline","CNSH",15,0,NA,"shanghai","CN"
"Glaxo Smith Kline","CNZJ",1,0,NA,"zhejiang","CN"
"Glaxo Smith Kline","DE1",2,0,NA,"baden-wurttemberg","DE"
"Glaxo Smith Kline","DE2",16,0,NA,"bavaria","DE"
"Glaxo Smith Kline","DE30",1,0,NA,"berlin","DE"
"Glaxo Smith Kline","DE9",2,0,NA,"lower saxony","DE"
"Glaxo Smith Kline","ES30",8,0,NA,"madrid","ES"
"Glaxo Smith Kline","ES51",1,0,NA,"catalonia","ES"
"Glaxo Smith Kline","FR10",1,0,NA,"ile-de-france","FR"
"Glaxo Smith Kline","INKA",78,4,0.0512820512820513,"karnataka","IN"
"Glaxo Smith Kline","INMH",10,0,NA,"maharashtra","IN"
"Glaxo Smith Kline","ITH3",12,0,NA,"veneto","IT"
"Glaxo Smith Kline","ITI1",9,2,0.222222222222222,"tuscany","IT"
"Glaxo Smith Kline","JPD",20,1,0.05,"southern kanto","JP"
"Glaxo Smith Kline","KR01",7,0,NA,"capital region","KR"
"Glaxo Smith Kline","SE11",6,0,NA,"stockholm","SE"
"Glaxo Smith Kline","TR10",25,0,NA,"istanbul","TR"
"Glaxo Smith Kline","TWTPE",8,0,NA,"taipei","TW"
"Glaxo Smith Kline","TWTXG",3,0,NA,"taichung","TW"
"Glaxo Smith Kline","UKH",26,8,0.307692307692308,"east of england","GB"
"Glaxo Smith Kline","UKJ",14,0,NA,"south east england","GB"
"Glaxo Smith Kline","UKJ",4,0,NA,"south east england","GB"
"Glaxo Smith Kline","US06",22,1,0.0454545454545455,"california","US"
"Glaxo Smith Kline","US09",1,0,NA,"connecticut","US"
"Glaxo Smith Kline","US11",2,0,NA,"district of columbia","US"
"Glaxo Smith Kline","US17",1,0,NA,"illinois","US"
"Glaxo Smith Kline","US24",21,0,NA,"maryland","US"
"Glaxo Smith Kline","US25",25,2,0.08,"massachusetts","US"
"Glaxo Smith Kline","US26",5,0,NA,"michigan","US"
"Glaxo Smith Kline","US34",16,1,0.0625,"new jersey","US"
"Glaxo Smith Kline","US36",5,0,NA,"new york","US"
"Glaxo Smith Kline","US42",53,4,0.0754716981132075,"pennsylvania","US"
"Glaxo Smith Kline","US48",7,0,NA,"texas","US"
"Glaxo Smith Kline",NA,5,0,NA,NA,NA
"Johnson & Johnson","CA24",14,0,NA,"quebec","CA"
"Johnson & Johnson","CA35",122,0,NA,"ontario","CA"
"Johnson & Johnson","CH02",9,0,NA,"espace mittelland","CH"
"Johnson & Johnson","CH05",40,0,NA,"eastern switzerland","CH"
"Johnson & Johnson","CH06",9,0,NA,"central switzerland","CH"
"Johnson & Johnson","DE1",24,0,NA,"baden-wurttemberg","DE"
"Johnson & Johnson","DE2",12,0,NA,"bavaria","DE"
"Johnson & Johnson","DE30",4,0,NA,"berlin","DE"
"Johnson & Johnson","DE9",20,0,NA,"lower saxony","DE"
"Johnson & Johnson","DK01",2,0,NA,"hovedstaden","DK"
"Johnson & Johnson","ES30",19,0,NA,"madrid","ES"
"Johnson & Johnson","FR10",2,0,NA,"ile-de-france","FR"
"Johnson & Johnson","INDL",4,1,0.25,"delhi","IN"
"Johnson & Johnson","INKA",41,3,0.0731707317073171,"karnataka","IN"
"Johnson & Johnson","INMH",112,1,0.00892857142857143,"maharashtra","IN"
"Johnson & Johnson","ITC4",2,0,NA,"lombardy","IT"
"Johnson & Johnson","ITI4",1,0,NA,"lazio","IT"
"Johnson & Johnson","NL33",77,1,0.012987012987013,"zuid-holland","NL"
"Johnson & Johnson","NL41",21,0,NA,"noord-brabant","NL"
"Johnson & Johnson","RUMOW",1,0,NA,"moskva","RU"
"Johnson & Johnson","SE11",1,0,NA,"stockholm","SE"
"Johnson & Johnson","SE23",1,0,NA,"west sweden","SE"
"Johnson & Johnson","TR10",6,0,NA,"istanbul","TR"
"Johnson & Johnson","TWTPE",17,0,NA,"taipei","TW"
"Johnson & Johnson","UKH",1,0,NA,"east of england","GB"
"Johnson & Johnson","UKJ",138,8,0.0579710144927536,"south east england","GB"
"Johnson & Johnson","US06",344,20,0.0581395348837209,"california","US"
"Johnson & Johnson","US09",10,1,0.1,"connecticut","US"
"Johnson & Johnson","US11",14,0,NA,"district of columbia","US"
"Johnson & Johnson","US17",56,1,0.0178571428571429,"illinois","US"
"Johnson & Johnson","US24",9,0,NA,"maryland","US"
"Johnson & Johnson","US25",114,13,0.114035087719298,"massachusetts","US"
"Johnson & Johnson","US26",11,0,NA,"michigan","US"
"Johnson & Johnson","US34",650,52,0.08,"new jersey","US"
"Johnson & Johnson","US36",75,2,0.0266666666666667,"new york","US"
"Johnson & Johnson","US42",361,26,0.07202216066482,"pennsylvania","US"
"Johnson & Johnson","US48",48,0,NA,"texas","US"
"Johnson & Johnson","US53",12,0,NA,"washington","US"
"Johnson & Johnson",NA,90,0,NA,NA,NA
"Merck & Co.","CA24",27,1,0.037037037037037,"quebec","CA"
"Merck & Co.","CA35",6,0,NA,"ontario","CA"
"Merck & Co.","CH01",6,0,NA,"région lemanique","CH"
"Merck & Co.","CH05",1,0,NA,"eastern switzerland","CH"
"Merck & Co.","CH06",1,0,NA,"central switzerland","CH"
"Merck & Co.","CNBJ",1,0,NA,"beijing","CN"
"Merck & Co.","CNSH",1,0,NA,"shanghai","CN"
"Merck & Co.","DE1",2,0,NA,"baden-wurttemberg","DE"
"Merck & Co.","DE2",17,0,NA,"bavaria","DE"
"Merck & Co.","DE30",1,0,NA,"berlin","DE"
"Merck & Co.","DE9",4,0,NA,"lower saxony","DE"
"Merck & Co.","DK01",2,0,NA,"hovedstaden","DK"
"Merck & Co.","ES30",9,0,NA,"madrid","ES"
"Merck & Co.","ES51",12,0,NA,"catalonia","ES"
"Merck & Co.","FR10",9,0,NA,"ile-de-france","FR"
"Merck & Co.","IL01",1,0,NA,"jerusalem","IL"
"Merck & Co.","INDL",8,0,NA,"delhi","IN"
"Merck & Co.","INKA",149,5,0.0335570469798658,"karnataka","IN"
"Merck & Co.","INMH",42,4,0.0952380952380952,"maharashtra","IN"
"Merck & Co.","ITC4",2,0,NA,"lombardy","IT"
"Merck & Co.","ITI4",22,0,NA,"lazio","IT"
"Merck & Co.","KR01",2,0,NA,"capital region","KR"
"Merck & Co.","NL41",16,0,NA,"noord-brabant","NL"
"Merck & Co.","SE11",4,0,NA,"stockholm","SE"
"Merck & Co.","SE23",1,0,NA,"west sweden","SE"
"Merck & Co.","TR10",14,0,NA,"istanbul","TR"
"Merck & Co.","TWHSQ",2,0,NA,"hsinchu","TW"
"Merck & Co.","TWTPE",7,0,NA,"taipei","TW"
"Merck & Co.","UKH",4,0,NA,"east of england","GB"
"Merck & Co.","UKH",4,2,0.5,"east of england","GB"
"Merck & Co.","UKJ",4,0,NA,"south east england","GB"
"Merck & Co.","US06",143,7,0.048951048951049,"california","US"
"Merck & Co.","US09",26,1,0.0384615384615385,"connecticut","US"
"Merck & Co.","US17",27,0,NA,"illinois","US"
"Merck & Co.","US24",3,1,0.333333333333333,"maryland","US"
"Merck & Co.","US25",100,8,0.08,"massachusetts","US"
"Merck & Co.","US26",17,1,0.0588235294117647,"michigan","US"
"Merck & Co.","US34",406,32,0.0788177339901478,"new jersey","US"
"Merck & Co.","US36",48,4,0.0833333333333333,"new york","US"
"Merck & Co.","US42",352,11,0.03125,"pennsylvania","US"
"Merck & Co.","US48",33,1,0.0303030303030303,"texas","US"
"Merck & Co.","US53",18,0,NA,"washington","US"
"Merck & Co.",NA,43,1,0.0232558139534884,NA,NA
"Merck KGaA","CA35",11,0,NA,"ontario","CA"
"Merck KGaA","CH05",1,0,NA,"eastern switzerland","CH"
"Merck KGaA","DE1",1,0,NA,"baden-wurttemberg","DE"
"Merck KGaA","DE2",22,0,NA,"bavaria","DE"
"Merck KGaA","DE9",1,0,NA,"lower saxony","DE"
"Merck KGaA","DK01",1,0,NA,"hovedstaden","DK"
"Merck KGaA","INDL",1,0,NA,"delhi","IN"
"Merck KGaA","INKA",67,2,0.0298507462686567,"karnataka","IN"
"Merck KGaA","INMH",6,0,NA,"maharashtra","IN"
"Merck KGaA","ITC4",4,0,NA,"lombardy","IT"
"Merck KGaA","NL33",1,0,NA,"zuid-holland","NL"
"Merck KGaA","NL41",1,0,NA,"noord-brabant","NL"
"Merck KGaA","RUMOW",1,0,NA,"moskva","RU"
"Merck KGaA","UKH",1,0,NA,"east of england","GB"
"Merck KGaA","US06",53,0,NA,"california","US"
"Merck KGaA","US17",3,0,NA,"illinois","US"
"Merck KGaA","US24",28,1,0.0357142857142857,"maryland","US"
"Merck KGaA","US25",128,2,0.015625,"massachusetts","US"
"Merck KGaA","US42",26,0,NA,"pennsylvania","US"
"Merck KGaA","US48",2,0,NA,"texas","US"
"Merck KGaA","US53",3,0,NA,"washington","US"
"Merck KGaA",NA,30,0,NA,NA,NA
"Moderna","FR10",2,0,NA,"ile-de-france","FR"
"Moderna","ITH3",1,0,NA,"veneto","IT"
"Moderna","SE23",1,0,NA,"west sweden","SE"
"Moderna","TR10",1,0,NA,"istanbul","TR"
"Moderna","US06",8,0,NA,"california","US"
"Moderna","US24",1,0,NA,"maryland","US"
"Moderna","US25",325,7,0.0215384615384615,"massachusetts","US"
"Moderna","US42",1,0,NA,"pennsylvania","US"
"Moderna","US48",4,0,NA,"texas","US"
"Moderna",NA,8,0,NA,NA,NA
"Novartis","CA24",43,0,NA,"quebec","CA"
"Novartis","CA35",45,1,0.0222222222222222,"ontario","CA"
"Novartis","CH02",3,0,NA,"espace mittelland","CH"
"Novartis","CH03",1,0,NA,"northwestern switzerland","CH"
"Novartis","CH04",7,0,NA,"zurich","CH"
"Novartis","CH05",1,0,NA,"eastern switzerland","CH"
"Novartis","CH06",14,0,NA,"central switzerland","CH"
"Novartis","CNBJ",3,0,NA,"beijing","CN"
"Novartis","CNSH",3,0,NA,"shanghai","CN"
"Novartis","DE1",15,0,NA,"baden-wurttemberg","DE"
"Novartis","DE2",198,0,NA,"bavaria","DE"
"Novartis","DE30",5,0,NA,"berlin","DE"
"Novartis","DE9",5,0,NA,"lower saxony","DE"
"Novartis","DK01",22,0,NA,"hovedstaden","DK"
"Novartis","ES30",34,2,0.0588235294117647,"madrid","ES"
"Novartis","ES51",31,1,0.032258064516129,"catalonia","ES"
"Novartis","FR10",14,0,NA,"ile-de-france","FR"
"Novartis","IL05",1,0,NA,"tel aviv","IL"
"Novartis","INDL",38,0,NA,"delhi","IN"
"Novartis","INKA",86,4,0.0465116279069767,"karnataka","IN"
"Novartis","INMH",63,0,NA,"maharashtra","IN"
"Novartis","ITC1",7,0,NA,"piedmont","IT"
"Novartis","ITC4",18,0,NA,"lombardy","IT"
"Novartis","ITH3",3,0,NA,"veneto","IT"
"Novartis","ITI1",3,0,NA,"tuscany","IT"
"Novartis","ITI4",4,0,NA,"lazio","IT"
"Novartis","JPD",4,0,NA,"southern kanto","JP"
"Novartis","KR01",6,0,NA,"capital region","KR"
"Novartis","NL33",1,0,NA,"zuid-holland","NL"
"Novartis","NL41",3,1,0.333333333333333,"noord-brabant","NL"
"Novartis","RUMOW",25,0,NA,"moskva","RU"
"Novartis","SE11",4,0,NA,"stockholm","SE"
"Novartis","TR10",46,0,NA,"istanbul","TR"
"Novartis","TWTPE",2,0,NA,"taipei","TW"
"Novartis","TWTXG",2,0,NA,"taichung","TW"
"Novartis","UKH",5,0,NA,"east of england","GB"
"Novartis","UKH",2,0,NA,"east of england","GB"
"Novartis","UKH",5,0,NA,"east of england","GB"
"Novartis","UKJ",2,0,NA,"south east england","GB"
